## Site Characteristics
Country     = 'Netherlands'
Station     = 'Wageningen, Haarweg'
Description = 'Observed data from Station Haarweg in Wageningen'
Source      = 'Meteorology and Air Quality Group, Wageningen University'
Contact     = 'Peter Uithol'
Longitude = 5.67; Latitude = 51.97; Elevation = 7; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20040101,6026.108544125687,2.071726830192919,3.875758991471678,0.27113480454056177,2.9580851151259395,0.8312274059532812,NaN
20040102,1761.5991189504443,-4.668886657591102,-10.047016789494519,0.3638305527177561,3.966809018812536,0.0005764167446835056,NaN
20040103,6632.92266053166,4.128873466010181,20.508468787309944,0.42229817569819483,5.1817130326021275,0.5937677054286125,NaN
20040104,6113.323504988812,3.1226941353151654,12.693875810831498,0.6674010081970141,3.1502854174430075,1.2514108420376955,NaN
20040105,11429.758440472613,13.970935644707733,3.24591208202627,0.5925250761649424,4.078608977747564,0.7243514567029592,NaN
20040106,2462.1082503842313,5.885504275538274,6.595891450605106,0.5454076242597261,6.5543836456829725,2.0419918423658125,NaN
20040107,1517.2363541605987,11.756954979570107,13.87704737594675,1.223608805536493,2.9299432347981846,0.6007056969314883,NaN
20040108,10366.01927346446,4.99522556216892,10.288657891679518,0.9837138968124753,5.081402364128493,0.18768419030337347,NaN
20040109,9774.343026143626,2.3265625604181546,-1.363327651914898,0.2201181199283595,3.894929471690268,1.141309888654572,NaN
20040110,1215.6628581113112,0.03374280361981796,8.616624655525339,0.17745858221290423,2.1682156967303565,1.6643427545207268,NaN
20040111,574.0679698529708,10.75364619157614,1.4095946032531756,1.1709351254289075,4.095148810543516,3.108292748558437,NaN
20040112,6234.355403111123,3.973819143192916,-5.772209625695854,1.0208071464342896,4.310563576105467,1.068895711519155,NaN
20040113,2076.957014004913,13.442552910068752,10.898851337825072,0.9701114582624181,6.149432070724262,2.0249911075473794,NaN
20040114,7847.1649537439425,10.773100489432782,11.905554278688964,0.6899078505525511,8.57938400100615,3.40492463350265,NaN
20040115,3994.304549591678,3.043808282359193,6.972025272483135,0.6965267887230344,5.647727235768015,1.0452116226462151,NaN
20040116,11577.145548473989,9.717951421482912,6.961736308537073,0.5616563408388734,6.529741235232073,2.68371099225978,NaN
20040117,6031.874749287996,3.763156674590861,-15.071770092576976,0.4621537844402906,7.978748958712403,1.0935952394704962,NaN
20040118,52.81391019136208,-3.7792279639637565,7.091777680708335,1.144274814692876,3.8656140825496332,0.5500192936021822,NaN
20040119,2942.6634879356616,3.346805827866069,15.613231057612134,0.09812889539685477,6.527592502146942,3.9735465510992753,NaN
20040120,10821.25075677358,5.589881142631241,14.541449925554893,0.5232374504801854,2.9332498985923,1.6166148228177728,NaN
20040121,2533.115334059939,-0.24159113865253,3.371898328315567,0.2672551731765974,3.946664958680075,0.9517822205777522,NaN
20040122,8637.435217289365,7.9007188211024335,8.777712730516187,0.07827562924385834,6.5181894805387275,0.5743229237838973,NaN
20040123,4706.490781566681,2.2548920178236855,15.989810553567152,0.7136508745488828,0.761769991709444,1.3872191115991481,NaN
20040124,132.25556317794462,7.465878570195966,-4.7303496139938765,0.11801869124466258,2.8025945635382796,1.8341685939557448,NaN
20040125,756.3691557906164,-8.302693442669018,10.187268695590635,1.118395988460431,2.9348140007279193,0.28491296033759733,NaN
20040126,12329.03909562181,-7.653535284042128,3.520601453978961,0.09058507684218253,2.926849831770905,0.6999421312805907,NaN
20040127,3330.472455498328,4.9116399506343695,4.73389994591593,0.06,1.3592764734091354,2.3984092372011077,NaN
20040128,7719.901897381655,-6.063111157367695,8.469885295825067,0.4019761880201425,4.658468285888147,1.645654838256175,NaN
20040129,10868.59475689352,-2.494565136602063,1.35242079392345,0.24161753080026394,3.6223009391364,1.4534269873410144,NaN
20040130,6657.8245075921495,4.3629089291924465,-4.429756371362609,0.0649451023017541,6.496242062842455,0.5702199742435405,NaN
20040131,4894.428327401096,0.5767914307974777,8.30916348070026,1.1460559110479922,9.420069081805606,3.4304851667906564,NaN
20040201,3788.2170800133463,18.317197385454854,1.3458251263288457,0.5054881298778409,11.63371226453952,2.0544794538575766,NaN
20040202,5751.544110083149,17.021344404755762,17.18640627517463,1.6023288961766293,5.054925757331807,1.941256689064855,NaN
20040203,3479.3548772023264,17.447706179388806,6.640881674518922,0.5186759648621921,6.319003890818271,0.5482135820305218,NaN
20040204,14705.704258005042,22.867247856493,3.17149702167986,0.150506987441397,6.0989217842592085,0.4933582658049701,NaN
20040205,3928.809205004161,11.905012138511182,6.1280952730285545,0.7529891135815965,6.761858052971825,2.7767385100016524,NaN
20040206,3938.2337143893824,16.462100617587932,13.704633231791547,0.9313801443154694,2.5564324176855933,0.8579263506759296,NaN
20040207,9904.911730775686,17.449174899572796,0.20321987479254844,0.07814803296456807,6.074927223304048,0.41919991744589424,NaN
20040208,8984.208622711107,7.93649066805467,-8.47997972455006,0.09006954922008747,9.862267277627376,2.3267094541907225,NaN
20040209,20232.722509319603,10.307045969624191,7.61336981006703,0.3469184608262954,0.9349436521183025,0.056515689005842806,NaN
20040210,8085.093682367156,-5.810368438013822,9.431751960894166,0.5072564927796207,2.616690161487179,3.5922467152173407,NaN
20040211,17914.55487527766,7.951580086950324,-7.688922674973819,0.3938493832401422,6.526849151025585,0.915683623742982,NaN
20040212,560.2488201793883,8.601999623733077,4.196012984333304,0.5285304199217487,1.4561981891039648,1.754221740236188,NaN
20040213,5487.670685530446,10.314528713809976,-3.162675825272954,0.6309170464242775,1.9922551349212958,2.411795904908459,NaN
20040214,3180.874867136905,10.138957475029905,9.931444740623743,0.7115146464734918,4.134457720919866,0.5769153862682691,NaN
20040215,6615.864028326416,16.38022648064819,17.001321499936665,0.8958387507209391,1.1171823553222064,0.7901288856736097,NaN
20040216,14501.792779156722,0.14386253106389635,-14.906309927561932,0.7383500464305823,2.007244711607293,0.626688366778637,NaN
20040217,5785.364039135993,2.1412981058160874,6.982668343358782,0.9754264423917496,3.7121375937478627,0.3813825645056405,NaN
20040218,1187.28048298475,4.440382974369173,1.4773803574023847,0.2435210164872521,4.982327628409314,1.8187197431606725,NaN
20040219,9679.741733623625,15.378343880706417,-3.0378858353637135,0.4460999478331974,5.669067177739971,2.2292401144181735,NaN
20040220,4361.918607034029,-1.418286669118399,6.243998835683239,0.34465603910558584,2.994086198314624,0.03188834920659833,NaN
20040221,7430.130269582447,3.923017331711955,-7.797460090215731,0.299178640559896,4.822333514093865,1.4173051920886461,NaN
20040222,9620.887794423275,8.290959619361816,13.558421765845388,0.23118078845959178,4.298890097656486,0.2587210101356305,NaN
20040223,24807.460757037286,3.2634355132125985,1.6708391388197028,0.06,2.8309586885436264,0.12896587203671503,NaN
20040224,580.9244281749234,8.499106341890677,-4.264837580357078,0.06,4.663352844757189,0.8509165358274011,NaN
20040225,4856.694946412152,4.479963758365685,-5.259051694191727,0.7222684774276462,4.630545717065751,1.1779140450038041,NaN
20040226,14659.521336741289,3.1347548674239585,14.090703836842184,1.1794149622600956,5.151968489152415,2.1766148154226834,NaN
20040227,17546.335774340605,3.679809309757464,-5.282339201805586,0.48971788992960064,0.44261435840735075,0.5403975512101666,NaN
20040228,6597.063487795431,-0.9449886928979441,3.478256076059245,0.41539158972672097,0.1386205254236237,1.0089264938421434,NaN
20040229,817.5965847341595,7.531458001954251,-0.6843243666125582,0.2667284564243103,3.6148278942410905,0.8488303296852151,NaN
20040301,2101.4935690070797,2.413269633270164,13.555000380562797,0.10494494230877727,0.468196786560662,1.7437627666964624,NaN
20040302,5592.111458777235,5.328675152808145,13.495276213473225,0.09267971044965617,1.7682532480667095,1.478012536534828,NaN
20040303,8252.661090218415,-0.6537008387829131,-1.3243583442324223,0.25321236663995184,4.207766032176976,1.242419971107207,NaN
20040304,5474.8709275696965,2.955274783513775,18.260386199440212,0.08954519488694976,6.049513727202017,0.5172206354318087,NaN
20040305,2830.569688534963,7.482495788187009,15.369986842362055,0.42904474553726907,6.77786093101542,0.01466263958376346,NaN
20040306,3519.0955113703126,-3.6090984659958787,5.319210303689713,0.10993592420913387,4.005280148779088,0.22478602953134103,NaN
20040307,9073.89088039996,7.5979191174579075,9.219953157362138,0.4972304425181463,1.8956737797765193,1.5545188361849638,NaN
20040308,8118.30288957267,-2.597672864014954,5.140358148323337,0.5988872625194328,2.448547724056373,0.21653920017961734,NaN
20040309,3949.8776265636407,-10.392558401157748,-1.812032266038957,0.5542048058023499,3.7249547442938966,0.5036696881289358,NaN
20040310,10348.045624734496,4.915612405249874,6.937987425395054,0.06,0.27122281547388116,1.723617118313519,NaN
20040311,4619.189491585135,3.2220040265497096,10.193342799679296,0.17547553867373566,1.7428514398701078,1.3603761708874844,NaN
20040312,5338.685160230542,-1.4451739565412955,-4.153403682560369,0.9122737111067457,4.428617434160299,0.37375777464532023,NaN
20040313,3034.2185614706354,7.439801673493459,-0.29147354408284176,1.5877378156171282,3.5666920231081054,1.891792093365126,NaN
20040314,21603.227118224357,19.153154886596347,8.408791910812688,0.9809435011315131,7.258484082646832,1.1678182589034396,NaN
20040315,190.95791992426575,8.04001558631059,30.092643186407017,1.4958913843030992,5.656227211312767,0.09242265885332934,NaN
20040316,439.2603260816336,5.846001685978624,18.084198831563988,1.0266324629700185,3.141463139722127,0.28488019549909477,NaN
20040317,2359.0710774710897,6.589675550503521,22.084423066470222,0.4171427808729227,3.09851308791846,0.8144324510262173,NaN
20040318,8083.141248592183,5.088025118221023,23.504691436789308,1.4008522866186537,1.121126319772873,0.9362511443293832,NaN
20040319,2338.3194366479665,23.242638200519515,9.124720377091911,0.21320175258416585,6.35724384416093,2.941767156999352,NaN
20040320,12659.910308824454,9.916403850749766,9.848130820447363,1.2420038724972393,6.834192375646527,1.4799426846324715,NaN
20040321,11025.010527863047,12.693082212438691,12.408948742101385,0.8289485321594314,8.676461351976007,0.3613374536732684,NaN
20040322,1238.6377408596345,2.059835046815003,9.630525915759778,0.5050033592788425,4.210316503077448,3.2339580763692246,NaN
20040323,12580.555295275451,2.8877790178561793,8.78799894277058,0.3505286778112875,1.0725171637802373,0.9031094448510284,NaN
20040324,5530.062477409864,-2.131593315790846,-0.4564346505426924,0.09563386812805624,2.219881015220509,0.9130373448752322,NaN
20040325,63.002494512762496,-5.348743461112649,12.33639365192137,0.2044684488810529,1.944051236712547,1.14275692421784,NaN
20040326,7340.635073708259,-1.1779175720215282,-4.87392918812374,0.1921789433117106,3.3810203078036416,1.6368803011176456,NaN
20040327,3879.615069006725,0.8209699400469314,-6.478258032992374,0.3984138804097914,4.373446553549881,0.47006279251092775,NaN
20040328,531.6100257485032,8.457110532081597,4.471728949921775,0.35183336067035936,1.3998287582767883,0.4094111840650592,NaN
20040329,15150.151329350061,4.508061366444147,3.4921755611671497,0.19025619506459784,0.35363783364798196,1.0433933205235597,NaN
20040330,24166.026491098717,1.8759024074113553,13.808056429764498,0.7965613132507154,5.127071247435717,0.5637038624360058,NaN
20040331,14581.211358484677,9.428674537816832,16.03341159510001,0.2352324712269045,1.473773732360534,1.1453226418944706,NaN
20040401,3022.8429618225,17.943439378951712,9.21846285747742,1.2784339809340102,5.117417254148538,1.3778202802037782,NaN
20040402,6050.725764353772,16.10922137432643,14.788097067594714,0.6081211117989705,3.6432278685899693,0.639385671077634,NaN
20040403,8147.13331668006,19.86813021062263,5.595684847846254,0.9278403780425428,4.337679210511797,0.145363441868626,NaN
20040404,7836.833232355281,12.846872962103598,15.72200932707696,0.5358168325006856,7.298707690106939,1.1229943741594886,NaN
20040405,19117.495193526556,6.0182511778226,7.599263168782954,0.5850554463357637,4.9829149382280535,2.8529101428785846,NaN
20040406,17860.503262954622,4.676110380456604,2.898000367016158,0.2055575203760372,5.589422497099084,1.0140314047534118,NaN
20040407,14412.489267840012,3.7493353863050913,-0.7266758594133753,0.29267989287949087,2.310955114991085,0.9085803194829702,NaN
20040408,1236.6321618078046,-0.5553389791460965,5.676320298095874,0.6295981928350904,2.7829934405131005,2.027679781870988,NaN
20040409,318.09925777570606,1.1253458468581932,5.848951529910197,1.0183338407214642,2.0534283440834415,1.1108264684736784,NaN
20040410,3115.1602657136896,0.7192997661469835,-1.3015370906570283,0.6458425000549437,2.024224667756451,0.48669740599222333,NaN
20040411,391.24444024511104,10.702473316380104,16.75701732754333,0.479346116981744,0.20506877493173814,0.23152317650827797,NaN
20040412,15817.255850792402,6.28285565609046,2.2792912958844713,0.6839255162537289,2.3650693155957914,0.24626763094653092,NaN
20040413,16179.153054055767,6.104492735817521,-14.145011591215214,0.5838574721920813,1.938275212609114,0.3875875643004114,NaN
20040414,14664.780311818922,2.7313020966655692,6.217352141008648,1.3944928422540475,1.4199641525068998,0.2940813686225946,NaN
20040415,11453.19591980027,6.01873721860767,24.147548893295244,0.9628837226072194,3.8937602111132024,1.044909107788269,NaN
20040416,20791.638282563268,5.880243569069151,9.947101774538375,0.7969725859428866,2.5538232539745804,0.15883490064557174,NaN
20040417,1995.9448650862141,13.064905179109994,15.576457134198044,0.7957051326488785,2.047666531859095,1.5148493563441119,NaN
20040418,6848.35888677954,18.171353842601416,5.809831837358188,0.9780669312289421,3.024031927914671,1.6728533226122644,NaN
20040419,17506.662562471927,4.586377736352737,20.231663992688542,0.45376444658556736,6.415376202499338,0.6515389041116486,NaN
20040420,24656.45348106327,-1.9061531046049627,14.710286145662312,0.6697489560115581,5.68245630166312,0.01308426276091823,NaN
20040421,2842.9010110554227,14.523436517539102,8.919117035928274,0.32650091661503866,3.475241433989739,1.1281358146672094,NaN
20040422,12375.152273922744,11.35458487809992,13.820279077317466,0.6092878177693837,2.156023061169188,0.32976844311576403,NaN
20040423,6687.677876242071,-1.4967174252280255,19.920573220274882,0.3736951581058984,5.1099531080393925,0.19349363334768616,NaN
20040424,7964.220348481557,10.089657759843437,22.57696643410781,0.8551415428237991,0.7478958591148761,0.8294460305699836,NaN
20040425,20429.28284858729,11.463532081471069,14.565588603937416,0.2749414090893037,1.683616121453198,0.29494195793450023,NaN
20040426,8215.537988492837,5.220133904613784,20.646234403097253,0.5068082202008029,3.3272747371303737,0.8230219965861003,NaN
20040427,15784.05269083659,11.26403664935747,23.417442979808783,0.14436668239237305,7.011989466928927,1.7718954741974926,NaN
20040428,9426.860392482396,18.094566268384636,8.589226556491866,0.5560313992280305,2.61343283976698,1.1548090844478855,NaN
20040429,15466.739484967706,14.5328757459306,13.490904166875112,1.1995210555513487,2.775812737873909,0.39008523862427125,NaN
20040430,13078.740896461546,11.469483742390459,15.527097601566087,1.027998747308117,3.711940627317574,0.31446887079954305,NaN
20040501,17945.193190212878,8.85374047310405,11.349825060275663,1.1986572656964563,3.10562707396029,0.3264175544078714,NaN
20040502,21397.543854578973,21.430776130404,15.204675271966703,0.7218950008608636,2.5565381220069874,0.022047113402384688,NaN
20040503,18077.96243584278,17.44924063920551,23.44676946739412,0.7922749618958972,1.5925154216931168,0.11565755595447103,NaN
20040504,18594.649148258308,18.255212168620574,5.700406176315761,1.1534207442394737,4.706976267975621,0.1459525824719523,NaN
20040505,16274.982931617618,-0.6871667056079342,12.03600347921838,0.9320270785200822,2.94980080468717,0.03620559035132881,NaN
20040506,18501.63789174862,17.680712538760176,15.717872610683782,0.619028604416495,3.8648946559141217,0.14101089904572056,NaN
20040507,1249.3435126101606,6.510975712795966,-10.872277776923523,1.2000012970655887,3.3971750924542876,4.577770676801536,NaN
20040508,3330.9874600383155,6.395357365254104,6.6052465758768495,0.8808225600534627,5.410118896550969,0.2028439876788924,NaN
20040509,16645.930002734945,13.966709161872664,17.679274563655493,0.6568383136179975,1.0134000401986782,1.4350352901195762,NaN
20040510,29563.34187840264,13.265210083047101,3.232639127364001,0.7800488315743578,0.5827981753776006,0.7852072042630222,NaN
20040511,17838.391215713564,14.357853368139567,24.83092445192174,0.8751007035420679,4.481916340333759,0.6990091043298152,NaN
20040512,12662.531281499996,21.768960528265257,13.478902711629381,0.840195917613844,3.1053251795138705,0.2756849479815647,NaN
20040513,9661.211850646965,12.194744590820974,19.13061173881384,0.28663867667187837,0.5671751228927087,1.7815841305873883,NaN
20040514,4210.221512692155,18.123896741926988,15.909866943654034,1.2116494981222274,0.32501403096441583,1.2251979382736906,NaN
20040515,13153.769313703451,8.270721287969879,22.139312036624816,1.510483440600776,2.4128050000781087,0.2145837459354521,NaN
20040516,21936.530980949756,3.702209326268397,18.049931730476718,0.7769491340224948,1.0347654820210137,1.1780085029846417,NaN
20040517,27421.92899026089,14.075526333007334,5.7216369834533705,1.0276321266662434,1.066288953309094,1.079731050865555,NaN
20040518,19511.74921926074,16.774044641107533,13.031086028818477,1.1574094072913268,0.4760903539528003,1.0292097143161743,NaN
20040519,25292.104665198163,6.202359933629878,13.134337052896282,1.541905511812641,5.168154309903189,0.42965221047583996,NaN
20040520,13490.716136434812,6.360895427855739,24.087013115220156,0.6184053266976123,0.6326397214639266,0.2694948567218244,NaN
20040521,17900.028585709242,16.593636539731364,14.779162677027042,0.40797475303554787,2.943649699902552,0.3751147913902367,NaN
20040522,29005.243416674897,7.550133098895944,14.77685889744086,1.047542093348413,2.1316034038968206,0.029335007806676194,NaN
